Entity ID,Beginning Date,Ending Date,Agency,Vendor,Vendor ID,Map Projection,Datum,Resolution,Resolution Unit,File Format,Product Type,Center Latitude,Center Longitude,NW Corner Lat,NW Corner Long,NE  Corner Lat,NE  Corner Long,SE Corner Lat,SE Corner Long,SW Corner Lat,SW Corner Long,Center Latitude dec,Center Longitude dec,NW  Corner Lat dec,NW Corner Long dec,NE Corner Lat dec,NE Corner Long dec,SE Corner Lat dec,SE Corner Long dec,SW Corner Lat dec,SW Corner Long dec,Display ID
IFSARAK2010N6315W14515_01,2010/06/10,2010/06/26,USGS,IntermapTechnologiesInc.,ORI_n6315w14515P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,63°22'29.91"N,145°07'28.03"W,63°31'09.25"N,145°15'12.41"W,63°29'55.94"N,144°54'52"W,63°13'50.25"N,144°59'48.15"W,63°15'02.88"N,145°19'57.77"W,63.3749749,-145.1244527,63.519236,-145.2534472,63.4988721,-144.9144444,63.2306249,-144.9967083,63.2508,-145.3327138,IFSARAK2010N6315W14515_01,IFSARAK2010N6315W14515_01
IFSARAK2010N6315W14530_01,2010/06/10,2010/06/26,USGS,IntermapTechnologiesInc.,ORI_n6315w14530P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,63°22'29.96"N,145°22'27.94"W,63°31'07.74"N,145°30'13.10"W,63°29'56.92"N,145°09'59.62"W,63°13'51.86"N,145°14'47.27"W,63°15'02.02"N,145°34'50.02"W,63.3749888,-145.3744277,63.5188166,-145.5036388,63.4991444,-145.1665611,63.2310721,-145.2464638,63.2505611,-145.580561,IFSARAK2010N6315W14530_01,IFSARAK2010N6315W14530_01
IFSARAK2010N6315W14545_01,2010/06/10,2010/06/26,USGS,IntermapTechnologiesInc.,ORI_n6315w14545P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,63°22'29.97"N,145°37'27.97"W,63°31'06.20"N,145°45'14.06"W,63°29'57.83"N,145°25'07.18"W,63°13'53.41"N,145°29'46.36"W,63°15'01.14"N,145°49'42.56"W,63.3749916,-145.624436,63.5183888,-145.7539055,63.4993971,-145.418661,63.2315027,-145.496211,63.2503166,-145.8284888,IFSARAK2010N6315W14545_01,IFSARAK2010N6315W14545_01
IFSARAK2010N6315W14600_01,2010/06/10,2010/06/26,USGS,IntermapTechnologiesInc.,ORI_n6315w14600P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,63°22'29.92"N,145°52'27.94"W,63°31'04.61"N,146°00'14.96"W,63°29'58.67"N,145°40'14.70"W,63°13'54.90"N,145°44'45.41"W,63°15'00.23"N,146°04'35.04"W,63.3749777,-145.8744277,63.5179471,-146.0041555,63.4996305,-145.6707499,63.2319166,-145.7459471,63.2500638,-146.0763999,IFSARAK2010N6315W14600_01,IFSARAK2010N6315W14600_01
IFSARAK2010N6315W14700_01,2010/06/10,2010/06/26,USGS,IntermapTechnologiesInc.,ORI_n6315w14700P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,63°22'30.01"N,146°52'27.91"W,63°30'58.41"N,147°00'18.27"W,63°30'01.96"N,146°40'45.10"W,63°14'01.27"N,146°44'42"W,63°14'57.21"N,147°04'04.79"W,63.3750027,-146.8744193,63.516225,-147.005075,63.5005444,-146.6791943,63.233686,-146.7449999,63.2492249,-147.0679971,IFSARAK2010N6315W14700_01,IFSARAK2010N6315W14700_01
IFSARAK2010N6330W14415_01,2010/06/10,2010/06/28,USGS,IntermapTechnologiesInc.,ORI_n6330w14415P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,63°37'29.94"N,144°07'28"W,63°46'14.99"N,144°15'08.60"W,63°44'52.04"N,143°54'19.10"W,63°28'44.57"N,143°59'51.93"W,63°30'06.75"N,144°20'30.32"W,63.6249832,-144.1244443,63.7708304,-144.2523888,63.7477888,-143.9053055,63.4790471,-143.9977583,63.501875,-144.3417555,IFSARAK2010N6330W14415_01,IFSARAK2010N6330W14415_01
IFSARAK2010N6330W14430_01,2010/06/10,2010/06/28,USGS,IntermapTechnologiesInc.,ORI_n6330w14430P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,63°37'29.94"N,144°22'28.11"W,63°46'13.52"N,144°30'09.73"W,63°44'53.12"N,144°09'26.76"W,63°28'46.05"N,144°14'51.03"W,63°30'05.70"N,144°35'22.93"W,63.6249832,-144.3744749,63.7704221,-144.5027027,63.7480888,-144.1574333,63.4794582,-144.2475083,63.5015833,-144.5897027,IFSARAK2010N6330W14430_01,IFSARAK2010N6330W14430_01
IFSARAK2010N6330W14445_01,2010/06/10,2010/06/28,USGS,IntermapTechnologiesInc.,ORI_n6330w14445P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,63°37'29.98"N,144°37'28.08"W,63°46'12"N,144°45'10.73"W,63°44'54.13"N,144°24'34.32"W,63°28'47.65"N,144°29'49.97"W,63°30'04.79"N,144°50'15.38"W,63.6249943,-144.6244666,63.7699999,-144.7529805,63.7483694,-144.4095333,63.4799027,-144.4972138,63.5013305,-144.8376055,IFSARAK2010N6330W14445_01,IFSARAK2010N6330W14445_01
IFSARAK2010N6330W14500_01,2010/06/10,2010/06/28,USGS,IntermapTechnologiesInc.,ORI_n6330w14500P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,63°37'29.98"N,144°52'27.96"W,63°46'10.45"N,145°00'11.61"W,63°44'55.09"N,144°39'41.78"W,63°28'49.20"N,144°44'48.84"W,63°30'03.85"N,145°05'07.72"W,63.6249943,-144.8744332,63.7695693,-145.003225,63.748636,-144.6616055,63.4803332,-144.7468999,63.5010694,-145.0854777,IFSARAK2010N6330W14500_01,IFSARAK2010N6330W14500_01
IFSARAK2010N6330W14515_01,2010/06/10,2010/06/26,USGS,IntermapTechnologiesInc.,ORI_n6330w14515P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,63°37'29.95"N,145°07'27.92"W,63°46'08.86"N,145°15'12.37"W,63°44'56"N,144°54'49.52"W,63°28'50.72"N,144°59'48"W,63°30'02.90"N,145°19'59.96"W,63.624986,-145.1244221,63.7691277,-145.2534361,63.7488888,-144.9137555,63.4807554,-144.9966666,63.5008055,-145.3333221,IFSARAK2010N6330W14515_01,IFSARAK2010N6330W14515_01
IFSARAK2010N6330W14530_01,2010/06/10,2010/06/26,USGS,IntermapTechnologiesInc.,ORI_n6330w14530P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,63°37'29.96"N,145°22'27.97"W,63°46'07.41"N,145°30'13.36"W,63°44'57.01"N,145°09'57.14"W,63°28'52.20"N,145°14'47.10"W,63°30'01.94"N,145°34'52.48"W,63.6249888,-145.374436,63.7687249,-145.5037111,63.7491694,-145.1658722,63.4811666,-145.2464166,63.5005388,-145.5812443,IFSARAK2010N6330W14530_01,IFSARAK2010N6330W14530_01
IFSARAK2010N6330W14545_01,2010/06/10,2010/06/26,USGS,IntermapTechnologiesInc.,ORI_n6330w14545P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,63°37'29.94"N,145°37'27.95"W,63°46'05.76"N,145°45'14.31"W,63°44'57.80"N,145°25'04.74"W,63°28'53.79"N,145°29'46.11"W,63°30'01.11"N,145°49'44.89"W,63.6249832,-145.6244304,63.7682666,-145.753975,63.7493888,-145.4179832,63.4816082,-145.4961416,63.5003083,-145.829136,IFSARAK2010N6330W14545_01,IFSARAK2010N6330W14545_01
IFSARAK2010N6330W14600_01,2010/06/10,2010/06/26,USGS,IntermapTechnologiesInc.,ORI_n6330w14600P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,63°37'29.95"N,145°52'27.86"W,63°46'04.24"N,146°00'15.14"W,63°44'58.70"N,145°40'12.26"W,63°28'55.33"N,145°44'45.09"W,63°30'00.27"N,146°04'37.25"W,63.624986,-145.8744054,63.7678443,-146.0042055,63.7496388,-145.6700721,63.482036,-145.7458583,63.500075,-146.0770138,IFSARAK2010N6330W14600_01,IFSARAK2010N6330W14600_01
IFSARAK2010N6330W14700_01,2010/06/10,2010/06/26,USGS,IntermapTechnologiesInc.,ORI_n6330w14700P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,63°37'30.03"N,146°52'28.03"W,63°45'58.13"N,147°00'18.65"W,63°45'02.03"N,146°40'43.10"W,63°29'01.59"N,146°44'41.90"W,63°29'57.18"N,147°04'06.97"W,63.6250082,-146.8744527,63.7661472,-147.0051805,63.7505638,-146.6786388,63.4837749,-146.7449721,63.4992166,-147.0686027,IFSARAK2010N6330W14700_01,IFSARAK2010N6330W14700_01
IFSARAK2010N6345W14415_01,2010/06/10,2010/06/28,USGS,IntermapTechnologiesInc.,ORI_n6345w14415P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,63°52'29.86"N,144°07'28.09"W,64°01'14.50"N,144°15'08.94"W,63°59'52.02"N,143°54'16.34"W,63°43'44.93"N,143°59'51.82"W,63°45'06.62"N,144°20'33.19"W,63.874961,-144.1244693,64.0206943,-144.2524833,63.9977833,-143.9045388,63.7291471,-143.9977277,63.7518388,-144.3425527,IFSARAK2010N6345W14415_01,IFSARAK2010N6345W14415_01
IFSARAK2010N6345W14430_01,2010/06/10,2010/06/28,USGS,IntermapTechnologiesInc.,ORI_n6345w14430P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,63°52'29.93"N,144°22'28.10"W,64°01'13.01"N,144°30'10"W,63°59'53.08"N,144°09'24"W,63°43'46.55"N,144°14'50.78"W,63°45'05.72"N,144°35'25.61"W,63.8749804,-144.3744721,64.0202804,-144.5027777,63.9980777,-144.1566666,63.7295971,-144.2474388,63.7515888,-144.5904471,IFSARAK2010N6345W14430_01,IFSARAK2010N6345W14430_01
IFSARAK2010N6345W14445_01,2010/06/10,2010/06/28,USGS,IntermapTechnologiesInc.,ORI_n6345w14445P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,63°52'29.89"N,144°37'28.03"W,64°01'11.49"N,144°45'10.93"W,63°59'54.08"N,144°24'31.54"W,63°43'47.97"N,144°29'49.71"W,63°45'04.66"N,144°50'17.97"W,63.8749693,-144.6244527,64.0198582,-144.7530361,63.9983555,-144.4087611,63.7299916,-144.4971416,63.7512944,-144.8383249,IFSARAK2010N6345W14445_01,IFSARAK2010N6345W14445_01
IFSARAK2010N6345W14500_01,2010/06/10,2010/06/28,USGS,IntermapTechnologiesInc.,ORI_n6345w14500P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,63°52'29.90"N,144°52'28.02"W,64°01'09.96"N,145°00'11.74"W,63°59'55.06"N,144°39'39.36"W,63°43'49.55"N,144°44'48.86"W,63°45'03.74"N,145°05'10.18"W,63.8749721,-144.8744499,64.0194332,-145.0032611,63.9986277,-144.6609333,63.7304304,-144.7469055,63.7510388,-145.086161,IFSARAK2010N6345W14500_01,IFSARAK2010N6345W14500_01
IFSARAK2010N6345W14515_01,2010/06/10,2010/06/26,USGS,IntermapTechnologiesInc.,ORI_n6345w14515P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,63°52'29.89"N,145°07'27.91"W,64°01'08.41"N,145°15'12.80"W,63°59'55.97"N,144°54'46.73"W,63°43'51.07"N,144°59'47.59"W,63°45'02.83"N,145°20'02.65"W,63.8749693,-145.1244193,64.0190027,-145.2535555,63.9988805,-144.9129805,63.7308527,-144.9965527,63.7507861,-145.3340694,IFSARAK2010N6345W14515_01,IFSARAK2010N6345W14515_01
IFSARAK2010N6345W14530_01,2010/06/10,2010/06/26,USGS,IntermapTechnologiesInc.,ORI_n6345w14530P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,63°52'29.94"N,145°22'27.89"W,64°01'07.01"N,145°30'13.72"W,63°59'57.01"N,145°09'54.34"W,63°43'52.57"N,145°14'46.61"W,63°45'01.91"N,145°34'55.04"W,63.8749832,-145.3744138,64.0186138,-145.5038111,63.9991694,-145.1650944,63.7312693,-145.2462805,63.7505305,-145.5819554,IFSARAK2010N6345W14530_01,IFSARAK2010N6345W14530_01
IFSARAK2010N6345W14545_01,2010/06/10,2010/06/26,USGS,IntermapTechnologiesInc.,ORI_n6345w14545P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,63°52'29.98"N,145°37'27.98"W,64°01'05.41"N,145°45'14.61"W,63°59'57.86"N,145°25'02.31"W,63°43'54.23"N,145°29'45.91"W,63°45'01.14"N,145°49'47.32"W,63.8749943,-145.6244388,64.0181693,-145.7540583,63.9994055,-145.4173082,63.7317304,-145.496086,63.7503166,-145.829811,IFSARAK2010N6345W14545_01,IFSARAK2010N6345W14545_01
IFSARAK2010N6345W14600_01,2010/06/10,2010/06/26,USGS,IntermapTechnologiesInc.,ORI_n6345w14600P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,63°52'29.89"N,145°52'27.87"W,64°01'03.80"N,146°00'15.42"W,63°59'58.65"N,145°40'09.86"W,63°43'55.67"N,145°44'44.87"W,63°45'00.20"N,146°04'39.58"W,63.8749693,-145.8744082,64.0177221,-146.0042833,63.9996249,-145.6694054,63.7321304,-145.7457971,63.7500555,-146.077661,IFSARAK2010N6345W14600_01,IFSARAK2010N6345W14600_01
IFSARAK2010N6345W14700_01,2010/06/10,2010/06/26,USGS,IntermapTechnologiesInc.,ORI_n6345w14700P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,63°52'30.02"N,146°52'27.85"W,64°00'57.76"N,147°00'18.75"W,64°00'02"N,146°40'40.78"W,63°44'01.95"N,146°44'41.48"W,63°44'57.19"N,147°04'08.86"W,63.8750054,-146.8744027,64.0160444,-147.0052083,64.0005555,-146.6779943,63.7338749,-146.7448555,63.7492194,-147.0691277,IFSARAK2010N6345W14700_01,IFSARAK2010N6345W14700_01
IFSARAK2010N6400W14515_01,2010/06/10,2010/06/23,USGS,IntermapTechnologiesInc.,ORI_n6400w14515P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,64°07'29.93"N,145°07'27.95"W,64°16'08.06"N,145°15'12.92"W,64°14'56.06"N,144°54'44.31"W,63°58'51.51"N,144°59'47.58"W,64°00'02.82"N,145°20'05.06"W,64.1249804,-145.1244304,64.2689054,-145.2535888,64.2489055,-144.9123083,63.9809749,-144.9965499,64.0007833,-145.3347388,IFSARAK2010N6400W14515_01,IFSARAK2010N6400W14515_01
IFSARAK2010N6400W14530_01,2010/06/10,2010/06/23,USGS,IntermapTechnologiesInc.,ORI_n6400w14530P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,64°07'29.94"N,145°22'27.88"W,64°16'06.53"N,145°30'13.82"W,64°14'56.97"N,145°09'51.97"W,63°58'53.05"N,145°14'46.53"W,64°00'01.95"N,145°34'57.32"W,64.1249832,-145.374411,64.2684804,-145.5038388,64.2491583,-145.1644361,63.9814027,-145.2462583,64.0005416,-145.5825888,IFSARAK2010N6400W14530_01,IFSARAK2010N6400W14530_01
IFSARAK2010N6400W14545_01,2010/06/10,2010/06/23,USGS,IntermapTechnologiesInc.,ORI_n6400w14545P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,64°07'29.94"N,145°37'27.92"W,64°16'05.01"N,145°45'15"W,64°14'57.84"N,145°24'59.56"W,63°58'54.56"N,145°29'45.44"W,64°00'01.09"N,145°49'49.87"W,64.1249832,-145.6244221,64.2680582,-145.7541666,64.2493999,-145.4165444,63.9818221,-145.4959555,64.0003027,-145.8305193,IFSARAK2010N6400W14545_01,IFSARAK2010N6400W14545_01
IFSARAK2010N6400W14600_01,2010/06/10,2010/06/23,USGS,IntermapTechnologiesInc.,ORI_n6400w14600P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,64°07'29.92"N,145°52'27.92"W,64°16'03.46"N,146°00'15.74"W,64°14'58.70"N,145°40'07.48"W,63°58'56.08"N,145°44'44.68"W,64°00'00.22"N,146°04'42"W,64.1249777,-145.8744221,64.2676277,-146.0043722,64.2496388,-145.6687443,63.9822443,-145.7457444,64.0000611,-146.0783332,IFSARAK2010N6400W14600_01,IFSARAK2010N6400W14600_01
IFSARAK2010N6415W14515_01,2010/06/10,2010/06/23,USGS,IntermapTechnologiesInc.,ORI_n6415w14515P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,64°22'29.92"N,145°07'27.90"W,64°31'07.52"N,145°15'13.19"W,64°29'55.94"N,144°54'41.64"W,64°13'52.05"N,144°59'47.25"W,64°15'02.93"N,145°20'07.57"W,64.3749777,-145.1244166,64.5187554,-145.2536638,64.4988721,-144.9115666,64.2311249,-144.9964583,64.2508138,-145.335436,IFSARAK2010N6415W14515_01,IFSARAK2010N6415W14515_01
IFSARAK2010N6415W14530_01,2010/06/10,2010/06/23,USGS,IntermapTechnologiesInc.,ORI_n6415w14530P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,64°22'29.90"N,145°22'27.96"W,64°31'06.05"N,145°30'14.38"W,64°29'56.88"N,145°09'49.28"W,64°13'53.45"N,145°14'46.18"W,64°15'01.95"N,145°35'00.10"W,64.3749721,-145.3744332,64.5183471,-145.5039944,64.4991333,-145.1636888,64.2315138,-145.246161,64.2505416,-145.583361,IFSARAK2010N6415W14530_01,IFSARAK2010N6415W14530_01
IFSARAK2010N6415W14545_01,2010/06/10,2010/06/23,USGS,IntermapTechnologiesInc.,ORI_n6415w14545P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,64°22'29.94"N,145°37'27.93"W,64°31'04.57"N,145°45'15.12"W,64°29'57.82"N,145°24'57.23"W,64°13'55.03"N,145°29'45.37"W,64°15'01.13"N,145°49'52.14"W,64.3749832,-145.6244249,64.517936,-145.7542,64.4993944,-145.4158972,64.2319527,-145.495936,64.2503138,-145.8311499,IFSARAK2010N6415W14545_01,IFSARAK2010N6415W14545_01
IFSARAK2010N6415W14600_01,2010/06/10,2010/06/23,USGS,IntermapTechnologiesInc.,ORI_n6415w14600P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,64°22'30"N,145°52'28.04"W,64°31'03.10"N,146°00'16.16"W,64°29'58.73"N,145°40'05.14"W,64°13'56.60"N,145°44'44.54"W,64°15'00.34"N,146°04'44.50"W,64.3749999,-145.8744554,64.5175277,-146.0044888,64.4996471,-145.6680943,64.2323888,-145.7457055,64.2500944,-146.0790277,IFSARAK2010N6415W14600_01,IFSARAK2010N6415W14600_01
IFSARAK2010N6430W14515_01,2010/06/10,2010/06/23,USGS,IntermapTechnologiesInc.,ORI_n6430w14515P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,64°37'29.90"N,145°07'27.95"W,64°46'07.14"N,145°15'13.51"W,64°44'55.99"N,144°54'38.96"W,64°28'52.39"N,144°59'47.07"W,64°30'02.84"N,145°20'10.27"W,64.6249721,-145.1244304,64.7686499,-145.2537527,64.748886,-144.9108222,64.4812193,-144.9964083,64.5007888,-145.336186,IFSARAK2010N6430W14515_01,IFSARAK2010N6430W14515_01
IFSARAK2010N6430W14530_01,2010/06/10,2010/06/23,USGS,IntermapTechnologiesInc.,ORI_n6430w14530P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,64°37'29.91"N,145°22'27.93"W,64°46'05.71"N,145°30'14.63"W,64°44'56.96"N,145°09'46.59"W,64°28'53.82"N,145°14'45.91"W,64°30'01.91"N,145°35'02.65"W,64.6249749,-145.3744249,64.7682527,-145.5040638,64.7491555,-145.1629416,64.4816166,-145.246086,64.5005305,-145.5840694,IFSARAK2010N6430W14530_01,IFSARAK2010N6430W14530_01
IFSARAK2010N6430W14545_01,2010/06/10,2010/06/23,USGS,IntermapTechnologiesInc.,ORI_n6430w14545P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,64°37'29.92"N,145°37'27.85"W,64°46'04.12"N,145°45'15.34"W,64°44'57.77"N,145°24'54.58"W,64°28'55.44"N,145°29'45.03"W,64°30'01.14"N,145°49'54.55"W,64.6249777,-145.6244027,64.767811,-145.7542611,64.7493805,-145.4151611,64.4820666,-145.4958416,64.5003166,-145.8318193,IFSARAK2010N6430W14545_01,IFSARAK2010N6430W14545_01
IFSARAK2010N6430W14600_01,2010/06/10,2010/06/23,USGS,IntermapTechnologiesInc.,ORI_n6430w14600P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,64°37'29.95"N,145°52'27.90"W,64°46'02.72"N,146°00'16.30"W,64°44'58.74"N,145°40'02.48"W,64°28'56.91"N,145°44'44.16"W,64°30'00.26"N,146°04'46.81"W,64.624986,-145.8744166,64.7674221,-146.0045277,64.7496499,-145.6673554,64.4824749,-145.7455999,64.5000722,-146.0796693,IFSARAK2010N6430W14600_01,IFSARAK2010N6430W14600_01
IFSARAK2010N6445W14515_01,2010/06/10,2010/06/23,USGS,IntermapTechnologiesInc.,ORI_n6445w14515P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,64°52'29.96"N,145°07'27.89"W,65°01'06.78"N,145°15'13.94"W,64°59'56.04"N,144°54'35.97"W,64°43'52.87"N,144°59'46.57"W,64°45'02.92"N,145°20'13.06"W,64.8749888,-145.1244138,65.0185499,-145.2538722,64.9988999,-144.9099916,64.7313527,-144.9962694,64.7508111,-145.336961,IFSARAK2010N6445W14515_01,IFSARAK2010N6445W14515_01
IFSARAK2010N6445W14530_01,2010/06/10,2010/06/23,USGS,IntermapTechnologiesInc.,ORI_n6445w14530P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,64°52'29.92"N,145°22'27.82"W,65°01'05.22"N,145°30'14.65"W,64°59'56.89"N,145°09'44.01"W,64°43'54.35"N,145°14'45.70"W,64°45'02"N,145°35'04.92"W,64.8749777,-145.3743943,65.0181166,-145.5040694,64.999136,-145.162225,64.7317638,-145.2460277,64.7505555,-145.5846999,IFSARAK2010N6445W14530_01,IFSARAK2010N6445W14530_01
IFSARAK2010N6445W14545_01,2010/06/10,2010/06/23,USGS,IntermapTechnologiesInc.,ORI_n6445w14545P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,64°52'29.91"N,145°37'27.86"W,65°01'03.70"N,145°45'15.65"W,64°59'57.75"N,145°24'51.99"W,64°43'55.85"N,145°29'44.78"W,64°45'01.15"N,145°49'57.09"W,64.8749749,-145.6244054,65.0176943,-145.7543472,64.9993749,-145.4144416,64.7321804,-145.4957721,64.7503194,-145.8325249,IFSARAK2010N6445W14545_01,IFSARAK2010N6445W14545_01
IFSARAK2010N6445W14600_01,2010/06/10,2010/06/23,USGS,IntermapTechnologiesInc.,ORI_n6445w14600P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,64°52'30.01"N,145°52'27.83"W,65°01'02.37"N,146°00'16.54"W,64°59'58.78"N,145°39'59.87"W,64°43'57.37"N,145°44'43.83"W,64°45'00.34"N,146°04'49.20"W,64.8750027,-145.8743971,65.0173249,-146.0045944,64.999661,-145.6666305,64.7326027,-145.7455083,64.7500944,-146.0803332,IFSARAK2010N6445W14600_01,IFSARAK2010N6445W14600_01
IFSARAK2010N6200W14615_01,2010/06/11,2010/06/18,USGS,IntermapTechnologiesInc.,ORI_n6200w14615P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,62°07'30.06"N,146°07'28.03"W,62°16'05.12"N,146°15'14.72"W,62°14'59.64"N,145°55'33.34"W,61°58'54.62"N,145°59'45.64"W,61°59'59.53"N,146°19'16.95"W,62.1250166,-146.1244527,62.2680888,-146.2540888,62.2498999,-145.9259277,61.9818388,-145.996011,61.9998694,-146.3213749,IFSARAK2010N6200W14615_01,IFSARAK2010N6200W14615_01
IFSARAK2010N6200W14630_01,2010/06/11,2010/06/18,USGS,IntermapTechnologiesInc.,ORI_n6200w14630P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,62°07'30.03"N,146°22'28.09"W,62°16'03.45"N,146°30'15.66"W,62°15'00.41"N,146°10'40.67"W,61°58'56.23"N,146°14'44.81"W,61°59'58.72"N,146°34'09.79"W,62.1250082,-146.3744693,62.2676249,-146.50435,62.2501138,-146.1779638,61.982286,-146.2457805,61.9996444,-146.569386,IFSARAK2010N6200W14630_01,IFSARAK2010N6200W14630_01
IFSARAK2010N6200W14645_01,2010/06/11,2010/06/18,USGS,IntermapTechnologiesInc.,ORI_n6200w14645P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,62°07'30.04"N,146°37'27.93"W,62°16'01.81"N,146°45'16.19"W,62°15'01.20"N,146°25'47.95"W,61°58'57.88"N,146°29'43.95"W,61°59'57.96"N,146°49'02.24"W,62.125011,-146.6244249,62.2671693,-146.7544972,62.2503333,-146.429986,61.9827443,-146.4955416,61.9994333,-146.8172888,IFSARAK2010N6200W14645_01,IFSARAK2010N6200W14645_01
IFSARAK2010N6200W14700_01,2010/06/11,2010/06/18,USGS,IntermapTechnologiesInc.,ORI_n6200w14700P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,62°07'30.02"N,146°52'28.09"W,62°16'00.23"N,147°00'17.01"W,62°15'02.03"N,146°40'55.54"W,61°58'59.43"N,146°44'43.46"W,61°59'57.11"N,147°03'55.02"W,62.1250054,-146.8744693,62.2667304,-147.004725,62.2505638,-146.6820943,61.9831749,-146.7454055,61.9991971,-147.0652833,IFSARAK2010N6200W14700_01,IFSARAK2010N6200W14700_01
IFSARAK2010N6215W14615_01,2010/06/11,2010/06/18,USGS,IntermapTechnologiesInc.,ORI_n6215w14615P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,62°22'29.93"N,146°07'28.09"W,62°31'04.62"N,146°15'15.01"W,62°29'59.53"N,145°55'31.26"W,62°13'54.88"N,145°59'45.50"W,62°14'59.39"N,146°19'19.09"W,62.3749804,-146.1244693,62.5179499,-146.2541694,62.4998694,-145.9253499,62.231911,-145.9959721,62.2498305,-146.3219693,IFSARAK2010N6215W14615_01,IFSARAK2010N6215W14615_01
IFSARAK2010N6215W14630_01,2010/06/11,2010/06/18,USGS,IntermapTechnologiesInc.,ORI_n6215w14630P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,62°22'29.99"N,146°22'28.09"W,62°31'03.04"N,146°30'15.90"W,62°30'00.38"N,146°10'38.60"W,62°13'56.57"N,146°14'44.62"W,62°14'58.67"N,146°34'11.81"W,62.3749971,-146.3744693,62.517511,-146.5044166,62.5001055,-146.1773888,62.2323804,-146.2457277,62.2496305,-146.5699471,IFSARAK2010N6215W14630_01,IFSARAK2010N6215W14630_01
IFSARAK2010N6215W14645_01,2010/06/11,2010/06/18,USGS,IntermapTechnologiesInc.,ORI_n6215w14645P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,62°22'29.94"N,146°37'27.91"W,62°31'01.34"N,146°45'16.41"W,62°30'01.10"N,146°25'45.92"W,62°13'58.15"N,146°29'43.74"W,62°14'57.86"N,146°49'04.18"W,62.3749832,-146.6244193,62.5170388,-146.7545583,62.5003055,-146.4294221,62.2328193,-146.4954833,62.2494055,-146.8178277,IFSARAK2010N6215W14645_01,IFSARAK2010N6215W14645_01
